subcategory_id,category_id,cf_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date
subcat21,cat7,1572,Mcmillan Group,Advanced cohesive Graphic Interface,153700.0,55536,live,1111,US,USD,2021-03-21,2021-12-28
subcat4,cat4,254,"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,8161,successful,82,US,USD,2021-03-20,2021-06-05
subcat14,cat6,576,Rodriguez-Scott,Realigned zero tolerance software,2100.0,14046,successful,134,US,USD,2020-10-13,2021-01-16
subcat11,cat5,563,Rush-Bowers,Persevering analyzing extranet,189500.0,117628,live,1089,US,USD,2021-04-11,2021-12-25
subcat1,cat1,2201,Davis and Sons,Innovative human-resource migration,188200.0,159405,failed,5497,US,USD,2021-04-30,2021-08-27
subcat4,cat4,1339,Anderson-Pham,Intuitive needs-based monitoring,113500.0,12552,failed,418,US,USD,2021-01-31,2021-10-07
subcat5,cat5,197,Stewart-Coleman,Customer-focused disintermediate toolset,134600.0,59007,failed,1439,US,USD,2021-01-14,2021-03-08
subcat4,cat4,2035,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,943,failed,15,US,USD,2021-05-08,2021-06-25
subcat5,cat5,1739,Jackson PLC,Quality-focused client-server core,163700.0,93963,failed,1999,CA,CAD,2020-12-08,2021-04-06
subcat3,cat3,2352,Ware-Arias,Upgradable maximized protocol,113800.0,140469,successful,5203,US,USD,2021-04-27,2021-12-09
subcat4,cat4,691,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,6423,successful,94,US,USD,2021-08-07,2021-08-31
subcat9,cat3,298,Thomas-Lopez,User-centric fault-tolerant archive,9400.0,6015,failed,118,US,USD,2020-12-23,2021-03-17
subcat4,cat4,206,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,11075,successful,205,US,USD,2020-09-26,2021-03-14
subcat1,cat1,1003,Jones-Riddle,Self-enabling real-time definition,147800.0,15723,failed,162,US,USD,2020-10-18,2021-07-19
subcat8,cat2,1653,Schmidt-Gomez,User-centric impactful projection,5100.0,2064,failed,83,US,USD,2021-06-01,2021-09-03
subcat15,cat8,1549,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700.0,7767,successful,92,US,USD,2021-03-20,2021-09-24
subcat4,cat4,1026,Edwards-Kane,Virtual leadingedge framework,1800.0,10313,successful,219,US,USD,2020-11-07,2021-11-12
subcat4,cat4,2523,"Hicks, Wall and Webb",Managed discrete framework,174500.0,197018,successful,2526,US,USD,2020-04-07,2021-04-14
subcat11,cat5,1620,Mayer-Richmond,Progressive zero-defect capability,101400.0,47037,failed,747,US,USD,2021-06-01,2021-06-29
subcat15,cat8,2594,Robles Ltd,Right-sized demand-driven adapter,191000.0,173191,canceled,2138,US,USD,2021-02-18,2021-06-12
subcat4,cat4,539,Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,5487,failed,84,US,USD,2021-04-16,2021-11-02
subcat4,cat4,687,Rosales LLC,Compatible multimedia utilization,5100.0,9817,successful,94,US,USD,2020-11-06,2021-09-05
subcat4,cat4,2302,Harper-Bryan,Re-contextualized dedicated hardware,7700.0,6369,failed,91,US,USD,2020-04-08,2021-03-10
subcat5,cat5,694,"Potter, Harper and Everett",Decentralized composite paradigm,121400.0,65755,failed,792,US,USD,2020-06-11,2021-07-08
subcat4,cat4,3123,Floyd-Sims,Cloned transitional hierarchy,5400.0,903,canceled,10,CA,CAD,2020-07-03,2021-02-10
subcat4,cat4,2576,"Spence, Jackson and Kelly",Advanced discrete leverage,152400.0,178120,successful,1713,IT,EUR,2020-08-25,2021-08-18
subcat18,cat2,2349,King-Nguyen,Open-source incremental throughput,1300.0,13678,successful,249,US,USD,2021-06-24,2021-09-30
subcat11,cat5,516,Hansen Group,Centralized regional interface,8100.0,9969,successful,192,US,USD,2020-05-20,2021-05-09
subcat4,cat4,290,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,14827,successful,247,US,USD,2021-03-28,2022-01-20
subcat23,cat5,1691,Cummings Inc,Digitized transitional monitoring,28400.0,100900,successful,2293,US,USD,2020-09-21,2021-07-08
subcat20,cat5,1689,Miller-Poole,Networked optimal adapter,102500.0,165954,successful,3131,US,USD,2020-11-03,2021-03-07
subcat9,cat3,2403,Rodriguez-West,Automated optimal function,7000.0,1744,failed,32,US,USD,2020-09-23,2021-04-08
subcat4,cat4,3203,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,10731,successful,143,IT,EUR,2021-03-16,2021-08-25
subcat4,cat4,2113,Clark-Bowman,Stand-alone user-facing service-desk,9300.0,3232,canceled,90,US,USD,2020-11-14,2021-02-13
subcat8,cat2,3158,Hensley Ltd,Versatile global attitude,6200.0,10938,successful,296,US,USD,2020-10-27,2021-02-26
subcat4,cat4,348,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,10739,successful,170,US,USD,2020-09-10,2021-03-11
subcat9,cat3,1136,"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,5579,failed,186,US,USD,2020-05-10,2021-03-28
subcat20,cat5,956,Harrington-Harper,Self-enabling next generation algorithm,155200.0,37754,canceled,439,GB,GBP,2020-08-12,2021-06-10
subcat12,cat7,2393,Price and Sons,Object-based demand-driven strategy,89900.0,45384,failed,605,US,USD,2021-10-08,2021-11-28
subcat12,cat7,3208,Cuevas-Morales,Public-key coherent ability,900.0,8703,successful,86,DK,DKK,2020-11-01,2021-04-06
subcat11,cat5,2530,Delgado-Hatfield,Up-sized composite success,100.0,4,failed,1,CA,CAD,2020-12-13,2021-07-05
subcat2,cat2,305,Padilla-Porter,Innovative exuding matrix,148400.0,182302,successful,6286,US,USD,2020-12-30,2021-08-19
subcat7,cat5,1383,Morris Group,Realigned impactful artificial intelligence,4800.0,3045,failed,31,US,USD,2021-02-13,2021-05-08
subcat23,cat5,783,Saunders Ltd,Multi-layered multi-tasking secured line,182400.0,102749,failed,1181,US,USD,2020-05-19,2021-03-05
subcat7,cat5,47,Woods Inc,Upgradable upward-trending portal,4000.0,1763,failed,39,US,USD,2021-11-16,2021-12-08
subcat4,cat4,3157,"Villanueva, Wright and Richardson",Profit-focused global product,116500.0,137904,successful,3727,US,USD,2020-10-13,2021-10-05
subcat8,cat2,1646,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400.0,152438,successful,1605,US,USD,2021-11-13,2021-12-13
subcat4,cat4,1729,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,1332,failed,46,US,USD,2021-05-19,2021-10-02
subcat4,cat4,2964,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,118706,successful,2120,US,USD,2021-01-15,2021-08-07
subcat5,cat5,675,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300.0,5674,failed,105,US,USD,2021-02-21,2021-03-31
subcat4,cat4,790,"Rich, Alvarez and King",Business-focused static ability,2400.0,4119,successful,50,US,USD,2021-02-25,2021-08-09
subcat7,cat5,1103,Terry-Salinas,Networked secondary structure,98800.0,139354,successful,2080,US,USD,2020-03-20,2021-05-12
subcat21,cat7,969,Wang-Rodriguez,Total multimedia website,188800.0,57734,failed,535,US,USD,2021-10-12,2021-11-01
subcat11,cat5,1634,Mckee-Hill,Cross-platform upward-trending parallelism,134300.0,145265,successful,2105,US,USD,2020-03-27,2021-03-07
subcat4,cat4,2279,Gomez LLC,Pre-emptive mission-critical hardware,71200.0,95020,successful,2436,US,USD,2020-09-20,2021-02-25
subcat19,cat6,387,Gonzalez-Robbins,Up-sized responsive protocol,4700.0,8829,successful,80,US,USD,2021-04-08,2022-02-17
subcat9,cat3,586,Obrien and Sons,Pre-emptive transitional frame,1200.0,3984,successful,42,US,USD,2021-04-15,2021-08-17
subcat3,cat3,1145,Shaw Ltd,Profit-focused content-based application,1400.0,8053,successful,139,CA,CAD,2021-06-04,2021-08-02
subcat4,cat4,2776,Hughes Inc,Streamlined neutral analyzer,4000.0,1620,failed,16,US,USD,2021-01-16,2021-01-29
subcat7,cat5,2099,Olsen-Ryan,Assimilated neutral utilization,5600.0,10328,successful,159,US,USD,2020-07-12,2021-05-03
subcat9,cat3,470,"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,10289,successful,381,US,USD,2021-04-15,2021-10-12
subcat1,cat1,343,Perry and Sons,Configurable static help-desk,3100.0,9889,successful,194,GB,GBP,2021-03-03,2021-12-31
subcat2,cat2,2090,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800.0,60342,failed,575,US,USD,2020-10-27,2021-02-26
subcat6,cat2,1401,Richardson Inc,Assimilated fault-tolerant capacity,5000.0,8907,successful,106,US,USD,2021-02-20,2021-08-14
subcat20,cat5,596,Santos-Young,Enhanced neutral ability,4000.0,14606,successful,142,US,USD,2021-02-02,2021-07-13
subcat19,cat6,1139,Nichols Ltd,Function-based attitude-oriented groupware,7400.0,8432,successful,211,US,USD,2021-07-01,2021-07-17
subcat14,cat6,2080,Murphy PLC,Optional solution-oriented instruction set,191500.0,57122,failed,1120,US,USD,2021-06-25,2021-10-12
subcat23,cat5,88,"Hogan, Porter and Rivera",Organic object-oriented core,8500.0,4613,failed,113,US,USD,2021-07-13,2021-08-22
subcat9,cat3,2806,Lyons LLC,Balanced impactful circuit,68800.0,162603,successful,2756,US,USD,2020-09-11,2021-04-12
subcat1,cat1,3153,Long-Greene,Future-proofed heuristic encryption,2400.0,12310,successful,173,GB,GBP,2020-07-26,2021-08-20
subcat15,cat8,2391,Robles-Hudson,Balanced bifurcated leverage,8600.0,8656,successful,87,US,USD,2021-08-27,2021-09-21
subcat4,cat4,84,Mcclure LLC,Sharable discrete budgetary management,196600.0,159931,failed,1538,US,USD,2021-06-11,2021-12-01
subcat14,cat6,1987,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200.0,689,failed,9,US,USD,2021-01-20,2021-12-29
subcat4,cat4,2790,Rice-Parker,Down-sized actuating infrastructure,91400.0,48236,failed,554,US,USD,2020-06-02,2021-05-14
subcat1,cat1,37,Landry Inc,Synergistic cohesive adapter,29600.0,77021,successful,1572,GB,GBP,2021-06-18,2021-06-23
subcat4,cat4,2981,Richards-Davis,Quality-focused mission-critical structure,90600.0,27844,failed,648,GB,GBP,2020-06-16,2021-05-21
subcat19,cat6,1730,"Davis, Cox and Fox",Compatible exuding Graphical User Interface,5200.0,702,failed,21,GB,GBP,2021-03-27,2021-09-05
subcat4,cat4,3172,Smith-Wallace,Monitored 24/7 time-frame,110300.0,197024,successful,2346,US,USD,2021-02-12,2021-09-14
subcat4,cat4,32,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300.0,11663,successful,115,US,USD,2021-01-12,2021-08-25
subcat9,cat3,2322,Clark Inc,Down-sized mobile time-frame,9200.0,9339,successful,85,IT,EUR,2021-06-06,2021-09-05
subcat24,cat9,1095,Young and Sons,Innovative disintermediate encryption,2400.0,4596,successful,144,US,USD,2020-11-27,2021-02-27
subcat1,cat1,1067,Henson PLC,Universal contextually-based knowledgebase,56800.0,173437,successful,2443,US,USD,2021-07-23,2021-08-07
subcat13,cat5,2676,Garcia Group,Persevering interactive matrix,191000.0,45831,canceled,595,US,USD,2020-11-06,2021-03-14
subcat15,cat8,549,"Adams, Walker and Wong",Seamless background framework,900.0,6514,successful,64,US,USD,2020-03-23,2021-02-24
subcat9,cat3,302,Hopkins-Browning,Balanced upward-trending productivity,2500.0,13684,successful,268,US,USD,2020-05-29,2021-06-12
subcat4,cat4,2758,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200.0,13264,successful,195,DK,DKK,2020-10-29,2021-11-14
subcat11,cat5,2450,Morales Group,Optimized bi-directional extranet,183800.0,1667,failed,54,US,USD,2021-05-20,2022-01-06
subcat9,cat3,2310,Lucero Group,Intuitive actuating benchmark,9800.0,3349,failed,120,US,USD,2020-07-13,2021-03-25
subcat3,cat3,2185,"Smith, Brown and Davis",Devolved background project,193400.0,46317,failed,579,DK,DKK,2021-12-26,2022-01-13
subcat5,cat5,1929,Hunt Group,Reverse-engineered executive emulation,163800.0,78743,failed,2072,US,USD,2021-01-07,2021-04-12
subcat4,cat4,1823,Valdez Ltd,Team-oriented clear-thinking matrix,100.0,0,failed,0,US,USD,2020-06-16,2021-06-25
subcat5,cat5,699,Mccann-Le,Focused coherent methodology,153600.0,107743,failed,1796,US,USD,2021-01-31,2021-07-19
subcat12,cat7,1926,Johnson Inc,Reduced context-sensitive complexity,1300.0,6889,successful,186,AU,AUD,2020-05-31,2021-03-29
subcat7,cat5,2208,Collins LLC,Decentralized 4thgeneration time-frame,25500.0,45983,successful,460,US,USD,2021-04-13,2021-12-06
subcat2,cat2,3136,Smith-Miller,De-engineered cohesive moderator,7500.0,6924,failed,62,IT,EUR,2021-04-07,2021-05-18
subcat16,cat6,1623,Jensen-Vargas,Ameliorated explicit parallelism,89900.0,12497,failed,347,US,USD,2020-08-26,2021-04-05
subcat4,cat4,277,"Robles, Bell and Gonzalez",Customizable background monitoring,18000.0,166874,successful,2528,US,USD,2021-08-09,2021-08-15
subcat3,cat3,1522,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.0,837,failed,19,US,USD,2020-12-25,2021-07-02
subcat4,cat4,2582,Roberts Group,Up-sized radical pricing structure,172700.0,193820,successful,3657,US,USD,2021-01-05,2022-01-03
subcat4,cat4,595,White LLC,Robust zero-defect project,168500.0,119510,failed,1258,US,USD,2020-12-31,2022-01-21
subcat7,cat5,1060,"Best, Miller and Thomas",Re-engineered mobile task-force,7800.0,9289,successful,131,AU,AUD,2021-06-05,2021-07-20
subcat4,cat4,2551,Smith-Mullins,User-centric intangible neural-net,147800.0,35498,failed,362,US,USD,2020-12-21,2021-12-20
subcat12,cat7,975,Williams-Walsh,Organized explicit core,9100.0,12678,successful,239,US,USD,2020-06-25,2021-02-12
subcat20,cat5,300,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300.0,3260,canceled,35,US,USD,2021-07-09,2021-11-01
subcat2,cat2,1883,"Sanchez, Bradley and Flores",Centralized motivating capacity,138700.0,31123,canceled,528,CH,CHF,2021-01-29,2021-10-18
subcat4,cat4,2973,Cox LLC,Phased 24hour flexibility,8600.0,4797,failed,133,CA,CAD,2020-10-26,2021-06-26
subcat10,cat6,1831,Morales-Odonnell,Exclusive 5thgeneration structure,125400.0,53324,failed,846,US,USD,2020-09-02,2021-02-14
subcat1,cat1,3019,Ramirez LLC,Multi-tiered maximized orchestration,5900.0,6608,successful,78,US,USD,2021-04-04,2021-06-11
subcat11,cat5,1598,Ramirez Group,Open-architected uniform instruction set,8800.0,622,failed,10,US,USD,2020-12-11,2021-06-27
subcat2,cat2,1898,Marsh-Coleman,Exclusive asymmetric analyzer,177700.0,180802,successful,1773,US,USD,2020-09-24,2021-03-22
subcat4,cat4,944,"Frederick, Jenkins and Collins",Organic radical collaboration,800.0,3406,successful,32,US,USD,2020-08-12,2021-05-21
subcat7,cat5,2775,Wilson Ltd,Function-based multi-state software,7600.0,11061,successful,369,US,USD,2021-03-31,2021-11-06
subcat13,cat5,2021,"Cline, Peterson and Lowery",Innovative static budgetary management,50500.0,16389,failed,191,US,USD,2021-03-11,2021-10-23
subcat13,cat5,1473,"Underwood, James and Jones",Triple-buffered holistic ability,900.0,6303,successful,89,US,USD,2020-08-01,2021-03-15
subcat4,cat4,353,Johnson-Contreras,Diverse scalable superstructure,96700.0,81136,failed,1979,US,USD,2020-06-14,2021-05-28
subcat9,cat3,400,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.0,1768,failed,63,US,USD,2021-04-30,2021-09-01
subcat4,cat4,930,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300.0,12944,successful,147,US,USD,2021-09-19,2021-09-26
subcat11,cat5,1281,Rosario-Smith,Enterprise-wide intermediate portal,189200.0,188480,failed,6080,CA,CAD,2021-05-15,2021-07-21
subcat8,cat2,726,"Avila, Ford and Welch",Focused leadingedge matrix,9000.0,7227,failed,80,GB,GBP,2020-05-23,2021-05-25
subcat12,cat7,2177,Gallegos Inc,Seamless logistical encryption,5100.0,574,failed,9,US,USD,2020-04-28,2021-04-03
subcat14,cat6,1652,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000.0,96328,failed,1784,US,USD,2021-05-04,2021-05-25
subcat12,cat7,65,Berry-Richardson,Automated zero tolerance implementation,186700.0,178338,live,3640,CH,CHF,2020-05-27,2021-05-28
subcat4,cat4,911,Cordova-Torres,Pre-emptive grid-enabled contingency,1600.0,8046,successful,126,CA,CAD,2021-01-24,2021-02-04
subcat8,cat2,2082,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600.0,184086,successful,2218,GB,GBP,2021-01-03,2021-04-10
subcat7,cat5,458,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100.0,13385,failed,243,US,USD,2021-05-22,2021-06-24
subcat4,cat4,1085,Garrison LLC,Profit-focused 24/7 data-warehouse,2600.0,12533,successful,202,IT,EUR,2021-01-27,2022-01-01
subcat14,cat6,1451,Shannon-Olson,Enhanced methodical middleware,9800.0,14697,successful,140,IT,EUR,2020-10-13,2021-05-29
subcat5,cat5,1068,Murillo-Mcfarland,Synchronized client-driven projection,84400.0,98935,successful,1052,DK,DKK,2020-10-09,2021-04-17
subcat21,cat7,241,"Young, Gilbert and Escobar",Networked didactic time-frame,151300.0,57034,failed,1296,US,USD,2020-10-10,2021-06-06
subcat1,cat1,2654,"Thomas, Welch and Santana",Assimilated exuding toolset,9800.0,7120,failed,77,US,USD,2021-01-12,2021-05-04
subcat15,cat8,159,Brown-Pena,Front-line client-server secured line,5300.0,14097,successful,247,US,USD,2020-03-07,2021-02-25
subcat21,cat7,1010,"Holder, Caldwell and Vance",Polarized systemic Internet solution,178000.0,43086,failed,395,IT,EUR,2020-09-16,2021-05-24
subcat8,cat2,1807,Harrison-Bridges,Profit-focused exuding moderator,77000.0,1930,failed,49,GB,GBP,2021-03-03,2021-09-20
subcat12,cat7,1135,"Johnson, Murphy and Peterson",Cross-group high-level moderator,84900.0,13864,failed,180,US,USD,2021-01-27,2021-08-10
subcat2,cat2,1859,Taylor Inc,Public-key 3rdgeneration system engine,2800.0,7742,successful,84,US,USD,2020-08-01,2021-05-23
subcat4,cat4,1265,Deleon and Sons,Organized value-added access,184800.0,164109,failed,2690,US,USD,2021-01-10,2021-12-27
subcat4,cat4,2648,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200.0,6870,successful,88,US,USD,2020-12-16,2021-08-08
subcat7,cat5,141,Hardin-Dixon,Focused solution-oriented matrix,1300.0,12597,successful,156,US,USD,2021-06-19,2022-01-30
subcat4,cat4,1944,York-Pitts,Monitored discrete toolset,66100.0,179074,successful,2985,US,USD,2021-10-18,2022-02-22
subcat9,cat3,3187,Jarvis and Sons,Business-focused intermediate system engine,29500.0,83843,successful,762,US,USD,2021-05-20,2021-07-19
subcat8,cat2,1436,Morrison-Henderson,De-engineered disintermediate encoding,100.0,4,canceled,1,CH,CHF,2021-06-17,2021-11-11
subcat3,cat3,1384,Martin-James,Streamlined upward-trending analyzer,180100.0,105598,failed,2779,AU,AUD,2021-01-10,2021-03-29
subcat4,cat4,2446,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000.0,8866,failed,92,US,USD,2020-12-03,2021-05-26
subcat2,cat2,2215,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,170600.0,75022,failed,1028,US,USD,2020-12-10,2021-05-25
subcat8,cat2,2704,Ritter PLC,Multi-channeled upward-trending application,9500.0,14408,successful,554,CA,CAD,2020-12-24,2021-07-11
subcat2,cat2,2470,Anderson Group,Organic maximized database,6300.0,14089,successful,135,DK,DKK,2020-05-08,2021-04-30
subcat19,cat6,1056,Smith and Sons,Grass-roots 24/7 attitude,5200.0,12467,successful,122,US,USD,2020-03-31,2021-02-28
subcat23,cat5,1278,Lam-Hamilton,Team-oriented global strategy,6000.0,11960,successful,221,US,USD,2021-06-13,2021-08-17
subcat4,cat4,2987,Ho Ltd,Enhanced client-driven capacity,5800.0,7966,successful,126,US,USD,2020-08-02,2021-03-29
subcat4,cat4,417,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300.0,106321,successful,1022,US,USD,2020-09-18,2021-05-21
subcat11,cat5,670,Hunt LLC,Re-engineered radical policy,20000.0,158832,successful,3177,US,USD,2021-06-20,2022-02-06
subcat4,cat4,1427,Fowler-Smith,Down-sized logistical adapter,3000.0,11091,successful,198,CH,CHF,2021-03-02,2021-11-18
subcat2,cat2,2918,Blair Inc,Configurable bandwidth-monitored throughput,9900.0,1269,failed,26,CH,CHF,2021-02-04,2021-11-03
subcat5,cat5,306,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700.0,5107,successful,85,AU,AUD,2021-03-28,2021-09-28
subcat4,cat4,1714,Hernandez-Macdonald,Organic high-level implementation,168700.0,141393,failed,1790,US,USD,2020-04-26,2021-05-17
subcat4,cat4,1354,Joseph LLC,Decentralized logistical collaboration,94900.0,194166,successful,3596,US,USD,2021-01-19,2021-05-10
subcat6,cat2,810,Webb-Smith,Advanced content-based installation,9300.0,4124,failed,37,US,USD,2021-09-03,2021-11-28
subcat2,cat2,304,Johns PLC,Distributed high-level open architecture,6800.0,14865,successful,244,US,USD,2020-10-31,2021-06-11
subcat4,cat4,752,Hardin-Foley,Synergized zero tolerance help-desk,72400.0,134688,successful,5180,US,USD,2020-06-20,2021-05-20
subcat11,cat5,2254,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100.0,47705,successful,589,IT,EUR,2021-06-07,2022-01-20
subcat2,cat2,1654,Martinez-Juarez,Realigned uniform knowledge user,31200.0,95364,successful,2725,US,USD,2021-06-06,2021-10-30
subcat13,cat5,2729,Wilson and Sons,Monitored grid-enabled model,3500.0,3295,failed,35,IT,EUR,2021-05-15,2021-10-10
subcat2,cat2,913,Clements Group,Assimilated actuating policy,9000.0,4896,canceled,94,US,USD,2021-02-09,2021-04-07
subcat24,cat9,1388,Valenzuela-Cook,Total incremental productivity,6700.0,7496,successful,300,US,USD,2021-01-03,2021-10-03
subcat1,cat1,76,"Parker, Haley and Foster",Adaptive local task-force,2700.0,9967,successful,144,US,USD,2020-06-24,2021-05-26
subcat4,cat4,1172,Fuentes LLC,Universal zero-defect concept,83300.0,52421,failed,558,US,USD,2021-04-08,2021-11-28
subcat4,cat4,2579,Moran and Sons,Object-based bottom-line superstructure,9700.0,6298,failed,64,US,USD,2021-05-09,2021-06-29
subcat18,cat2,2371,Stevens Inc,Adaptive 24hour projection,8200.0,1546,canceled,37,US,USD,2021-10-07,2021-11-26
subcat23,cat5,359,Martinez-Johnson,Sharable radical toolset,96500.0,16168,failed,245,US,USD,2021-04-28,2021-12-13
subcat18,cat2,1423,Franklin Inc,Focused multimedia knowledgebase,6200.0,6269,successful,87,US,USD,2020-04-30,2021-04-12
subcat4,cat4,2239,Perez PLC,Seamless 6thgeneration extranet,43800.0,149578,successful,3116,US,USD,2020-06-27,2021-06-04
subcat3,cat3,1835,"Sanchez, Cross and Savage",Sharable mobile knowledgebase,6000.0,3841,failed,71,US,USD,2021-02-14,2021-05-04
subcat12,cat7,2097,Pineda Ltd,Cross-group global system engine,8700.0,4531,failed,42,US,USD,2020-08-10,2021-10-07
subcat5,cat5,1165,Powell and Sons,Centralized clear-thinking conglomeration,18900.0,60934,successful,909,US,USD,2020-10-16,2021-07-30
subcat3,cat3,1368,Nunez-Richards,De-engineered cohesive system engine,86400.0,103255,successful,1613,US,USD,2020-10-11,2021-10-20
subcat19,cat6,2331,Pugh LLC,Reactive analyzing function,8900.0,13065,successful,136,US,USD,2020-08-14,2021-07-03
subcat2,cat2,3145,Rowe-Wong,Robust hybrid budgetary management,700.0,6654,successful,130,US,USD,2021-07-15,2021-12-16
subcat1,cat1,2313,Williams-Santos,Open-source analyzing monitoring,9400.0,6852,failed,156,CA,CAD,2021-01-14,2021-04-07
subcat4,cat4,251,Weber Inc,Up-sized discrete firmware,157600.0,124517,failed,1368,GB,GBP,2021-01-12,2021-11-01
subcat5,cat5,1956,"Avery, Brown and Parker",Exclusive intangible extranet,7900.0,5113,failed,102,US,USD,2020-08-10,2021-06-24
subcat16,cat6,1575,Cox Group,Synergized analyzing process improvement,7100.0,5824,failed,86,AU,AUD,2021-01-19,2021-04-28
subcat12,cat7,1917,Jensen LLC,Realigned dedicated system engine,600.0,6226,successful,102,US,USD,2020-10-26,2021-09-10
subcat4,cat4,2447,Brown Inc,Object-based bandwidth-monitored concept,156800.0,20243,failed,253,US,USD,2021-09-18,2021-12-03
subcat11,cat5,1813,Hale-Hayes,Ameliorated client-driven open system,121600.0,188288,successful,4006,US,USD,2021-01-04,2021-11-26
subcat4,cat4,367,Mcbride PLC,Upgradable leadingedge Local Area Network,157300.0,11167,failed,157,US,USD,2020-10-17,2021-02-24
subcat4,cat4,1803,Harris-Jennings,Customizable intermediate data-warehouse,70300.0,146595,successful,1629,US,USD,2021-04-30,2021-09-15
subcat7,cat5,284,Becker-Scott,Managed optimizing archive,7900.0,7875,failed,183,US,USD,2021-12-22,2021-12-25
subcat4,cat4,2603,"Todd, Freeman and Henry",Diverse systematic projection,73800.0,148779,successful,2188,US,USD,2020-10-16,2021-05-31
subcat2,cat2,653,"Martinez, Garza and Young",Up-sized web-enabled info-mediaries,108500.0,175868,successful,2409,IT,EUR,2021-01-05,2021-10-26
subcat5,cat5,1131,Smith-Ramos,Persevering optimizing Graphical User Interface,140300.0,5112,failed,82,DK,DKK,2020-09-19,2021-06-26
subcat1,cat1,349,Brown-George,Cross-platform tertiary array,100.0,5,failed,1,GB,GBP,2021-04-19,2021-06-29
subcat9,cat3,2509,Waters and Sons,Inverse neutral structure,6300.0,13018,successful,194,US,USD,2021-08-11,2022-01-15
subcat4,cat4,3139,Brown Ltd,Quality-focused system-worthy support,71100.0,91176,successful,1140,US,USD,2020-11-07,2021-05-20
subcat4,cat4,480,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300.0,6342,successful,102,US,USD,2021-02-15,2021-11-03
subcat4,cat4,1205,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700.0,151438,successful,2857,US,USD,2021-03-26,2021-09-30
subcat10,cat6,291,"Ortiz, Valenzuela and Collins",Profound solution-oriented matrix,3300.0,6178,successful,107,US,USD,2021-01-03,2021-07-27
subcat2,cat2,1758,Valencia PLC,Extended asynchronous initiative,3400.0,6405,successful,160,GB,GBP,2021-05-12,2021-08-20
subcat1,cat1,766,"Gordon, Mendez and Johnson",Fundamental needs-based frame,137600.0,180667,successful,2230,US,USD,2020-08-28,2021-08-04
subcat18,cat2,569,Johnson Group,Compatible full-range leverage,3900.0,11075,successful,316,US,USD,2021-02-27,2021-05-07
subcat23,cat5,50,Rose-Fuller,Upgradable holistic system engine,10000.0,12042,successful,117,US,USD,2021-09-27,2021-10-03
subcat4,cat4,1875,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800.0,179356,successful,6406,US,USD,2021-09-29,2022-01-31
subcat4,cat4,3040,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200.0,1136,canceled,15,US,USD,2021-03-04,2021-07-01
subcat6,cat2,179,"Wang, Nguyen and Horton",Innovative holistic hub,6200.0,8645,successful,192,US,USD,2021-09-09,2021-11-04
subcat4,cat4,114,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100.0,1914,successful,26,CA,CAD,2020-08-20,2021-08-02
subcat4,cat4,260,Barnett and Sons,Business-focused dynamic info-mediaries,26500.0,41205,successful,723,US,USD,2021-04-05,2021-12-16
subcat4,cat4,1810,Petersen-Rodriguez,Digitized clear-thinking installation,8500.0,14488,successful,170,IT,EUR,2021-06-27,2021-11-19
